index	タイトル	2023-08-08	2023-08-09	2023-08-10	2023-08-11	2023-08-12	2023-08-13	2023-08-14	2023-08-15	2023-08-16	2023-08-17	2023-08-18	2023-08-19	2023-08-20	2023-08-21	2023-08-22	2023-08-23	2023-08-24	2023-08-25	2023-08-26	2023-08-27	2023-08-28	2023-08-29	2023-08-30	2023-08-31	2023-09-01	2023-09-02	2023-09-03	2023-09-04	2023-09-05	2023-09-06	2023-09-07	2023-09-08	2023-09-09	2023-09-10	2023-09-11	2023-09-12	2023-09-13	2023-09-14	2023-09-15	2023-09-16	2023-09-17	2023-09-18	2023-09-19	2023-09-20
https://youtu.be/0OnyX8xQzds	後藤真希「ガラスのパンプス」									21148	30289	34592	38734	42342	44982	48535	49240	51120	52748	54007	55201	56250	57451	58512	59500	60942	62240	63524	64719	65665	66553	67361	68219	69056	69858	70733	71523	72280	73018	73718	74312	75000	75625	76240	76803
https://youtu.be/M0kSm_HRBAk	後藤真希「うわさのSEXY GUY」									6031	10333	12466	14476	16052	17353	18983	19365	20445	21490	22386	23149	23865	24685	25386	25999	26823	27490	28210	28849	29437	30045	30551	31046	31569	32115	32645	33175	33729	34230	34767	35248	35711	36078	36472	36937
https://youtu.be/NOgLIEmwdXE	後藤真希「原色GAL 派手に行くべ!」									6258	10462	12801	14820	16308	17548	19481	20004	21064	21860	22500	23054	23494	24024	24484	24897	25620	26244	26893	27369	27761	28151	28501	28818	29144	29490	29834	30158	30477	30805	31080	31333	31597	31837	32067	32349
https://youtu.be/K9Ozgm-jOuM	安倍なつみ「スイートホリック」									1221	1936	2587	3192	3567	3843	4283	4380	4551	4767	4898	5020	5128	5234	5324	5410	5522	5632	5717	5796	5864	5942	6005	6070	6127	6189	6245	6329	6386	6440	6487	6528	6581	6624	6674	6711
https://youtu.be/MHkRKqmdbBM	安倍なつみ「甘すぎた果実」									1153	1808	2297	2889	3589	4280	6407	6639	6840	7045	7190	7317	7414	7553	7711	7821	7957	8104	8207	8311	8398	8496	8596	8681	8795	8892	8985	9094	9187	9289	9403	9493	9571	9626	9705	9781
https://youtu.be/ntwFGHRAmYM	中澤ゆうこ「純情行進曲」									853	1235	1448	1684	1878	2024	2207	2255	2411	2524	2607	2677	2733	2812	2873	2938	2998	3047	3091	3143	3186	3228	3265	3302	3334	3372	3450	3510	3553	3595	3643	3677	3707	3730	3758	3778
https://youtu.be/JzH1ild4XAk	後藤真希「君といつまでも」									1104	1826	2203	2623	3181	3584	3982	4057	4241	4411	4529	4632	4726	4824	4943	5016	5133	5226	5314	5388	5502	5536	5595	5649	5689	5749	5822	5888	5949	5994	6045	6088	6129	6164	6214	6252
https://youtu.be/cP1gsue0RlY	後藤真希「スッピンと涙。」									3230	4930	5831	6630	7257	7666	8274	8391	8711	8996	9218	9409	9586	9775	9959	10129	10392	10598	10767	10948	11098	11236	11377	11501	11623	11732	11882	12009	12146	12282	12392	12488	12583	12661	12737	12832
https://youtu.be/4mX2zu_InsY	安倍なつみ「夢ならば」									1379	2188	2569	2967	3284	3458	4251	5134	5639	5801	5903	5990	6081	6186	6277	6344	6424	6522	6615	6661	6740	6808	6864	6918	6981	7046	7110	7184	7245	7310	7374	7426	7489	7549	7607	7661
https://youtu.be/Kj2jnwYFMM8	後藤真希『さよなら「友達にはなりたくないの」』									2354	3829	4711	5524	6319	6780	7347	7504	7813	8127	8389	8595	8793	8986	9216	9415	9667	9889	10085	10294	10489	10641	10782	10921	11042	11188	11327	11444	11562	11684	11831	11966	12093	12182	12289	12381
https://youtu.be/dS1eiirpZCk	後藤真希「横浜蜃気楼」									2946	4736	5654	6418	6999	7461	8016	8164	8485	8768	9028	9243	9429	9631	9820	9976	10198	10369	10563	10710	10843	10962	11107	11198	11294	11409	11545	11653	11750	11844	11958	12054	12138	12203	12281	12346
https://youtu.be/ue1DyG1RIxc	高橋愛「夢から醒めて」									6728	10730	12539	13799	14492	15008	15575	15709	16066	16358	16599	16810	17013	17200	17383	17528	17756	17945	18113	18248	18371	18516	18628	18724	18819	18956	19075	19182	19270	19352	19441	19512	19589	19655	19725	19808
https://youtu.be/Wlp9xZyHKtc	後藤真希「サン・トワ・マミー」」									1334	2109	2610	3249	3570	3824	4120	4204	4414	4565	4673	4793	4885	4981	5079	5175	5292	5411	5500	5567	5645	5733	5803	5861	5922	5987	6068	6141	6207	6269	6339	6404	6453	6517	6586	6665
https://youtu.be/f6jeg-NkaU4	安倍なつみ「雨上がりの虹のように」									1334	2177	2702	3428	4481	5651	7171	7295	7533	7728	7859	7995	8101	8234	8355	8451	8559	8697	8808	8904	8963	9054	9168	9256	9344	9438	9567	9715	9819	9909	9981	10067	10188	10263	10338	10390
https://youtu.be/c__lQ4ZEjX4	飯田圭織「エーゲ海に抱かれて」									1863	3081	3536	3991	4314	4556	4807	4864	5052	5203	5306	5424	5528	5653	5775	5847	5967	6085	6179	6262	6318	6396	6458	6512	6575	6631	6712	6775	6813	6872	6924	6976	7026	7070	7110	7145
https://youtu.be/rh8V5JuXfpc	後藤真希「今にきっと...In									2053	3186	3782	4342	4740	5064	5466	5552	5740	5937	6096	6220	6336	6479	6602	6696	6815	6950	7065	7168	7240	7333	7404	7474	7548	7618	7695	7756	7808	7875	7950	8005	8070	8114	8156	8212
https://youtu.be/VCc-8OggiUA	中澤裕子「だんな様」									712	1068	1249	1440	1571	1688	1818	1846	1944	2019	2095	2138	2192	2274	2324	2370	2421	2481	2539	2580	2622	2679	2712	2740	2784	2816	2874	2931	2977	3013	3045	3074	3101	3124	3155	3189
https://youtu.be/Y2rT2_PE70c	中澤裕子「東京美人」									1189	1786	2111	2500	2752	3004	3307	3409	3621	3796	3945	4061	4183	4306	4408	4506	4617	4721	4828	4913	4978	5049	5113	5163	5215	5288	5396	5495	5590	5688	5765	5831	5895	5944	6016	6071
https://youtu.be/cYE4vdRvMmA	後藤真希「手を握って歩きたい」									5663	9350	11190	12745	14162	15278	16561	16859	17626	18305	18828	19392	19875	20402	20907	21302	21862	22335	22867	23321	23692	24043	24369	24677	24981	25319	25610	25913	26252	26544	26837	27092	27349	27583	27801	28052
https://youtu.be/LAGOcKD5wak	後藤真希「サヨナラのLOVE SONG」									1443	2291	2766	3229	3613	3909	4246	4320	4489	4647	4787	4890	5005	5125	5249	5344	5475	5592	5703	5794	5879	5970	6055	6123	6182	6255	6357	6438	6513	6575	6655	6725	6773	6806	6858	6900
https://youtu.be/-LzZG0PhWms	後藤真希「溢れちゃう...BE IN LOVE」									5691	10064	12419	14727	16812	18600	21101	21648	22731	23702	24498	25269	25983	26821	27514	28207	29089	29848	30691	31468	32184	32858	33578	34130	34669	35257	35834	36439	37040	37631	38161	38680	39257	39708	40120	40661
https://youtu.be/H4L52lPURhc	安倍なつみ「22歳の私」									3097	6456	7933	8835	9589	10213	11039	11242	11644	12028	12329	12629	12880	13149	13404	13612	13875	14116	14394	14651	14834	15029	15174	15321	15491	15634	15778	15967	16137	16262	16400	16526	16688	16823	16959	17114
https://youtu.be/aoEMlXOsZEE	安倍なつみ「息を重ねましょう」									1552	2425	3008	3583	4089	4383	4776	4878	5060	5249	5392	5524	5651	5778	5898	5991	6106	6236	6333	6432	6501	6576	6654	6716	6789	6869	6946	7019	7091	7158	7219	7265	7325	7369	7438	7484
https://youtu.be/u4gTyIOcJNc	中澤裕子「二人暮し」									888	1426	1673	1917	2093	2240	2417	2464	2584	2720	2828	2945	3020	3103	3184	3251	3316	3375	3459	3506	3552	3607	3658	3702	3752	3802	3884	3967	4023	4082	4132	4175	4251	4310	4396	4467
https://youtu.be/czmtppnsDeg	安倍なつみ「恋の花」									2642	4323	5449	6337	7241	7825	8596	8715	9006	9279	9494	9732	9893	10118	10306	10470	10664	10868	11052	11227	11357	11515	11648	11786	11910	12052	12204	12347	12485	12633	12748	12844	12968	13078	13193	13280
https://youtu.be/pQLhzkjcJ4w	後藤真希「やる気!IT'S EASY」									7316	11959	14404	16969	19303	21068	23582	24121	25587	26832	27885	28865	29819	30874	31877	32793	33832	34936	35896	36774	37574	38350	39055	39729	40423	41135	41881	42712	43426	44090	44773	45399	46087	46625	47226	47784
https://youtu.be/dyX4zZMgZcU	中澤ゆうこ「悔し涙 ぽろり」									3741	6099	7360	8737	10067	11152	12119	12313	12883	13415	13808	14161	14439	14762	15061	15306	15718	16074	16406	16667	16880	17065	17244	17406	17583	17782	18651	20166	21212	21907	22456	22906	23301	23646	23973	24305
https://youtu.be/fshGnzoDeww	後藤真希「スクランブル」									4469	7130	8564	10193	11406	12408	13662	13958	14600	15150	15685	16142	16509	16874	17298	17665	18107	18481	18853	19155	19419	19681	19900	20117	20378	20606	20860	21118	21373	21634	21856	22062	22260	22441	22664	22845
https://youtu.be/RzN6r99P1BY	安倍なつみ「恋のテレフォンGOAL」									6880	11320	13000	14531	15690	16496	17661	17886	18551	19069	19535	19936	20261	20647	21014	21295	21719	22141	22513	22839	23091	23380	23593	23875	24121	24409	24876	25380	25865	26279	26624	26967	27375	27742	28062	28359
https://youtu.be/B16deMDVUKk	安倍なつみ「だって 生きてかなくちゃ」									4538	7388	9230	11858	14898	17849	22840	23918	25147	25645	26031	26366	26640	26990	27300	27580	27906	28265	28597	28909	29163	29396	29594	29795	30009	30230	30488	30729	30963	31152	31354	31560	31787	31977	32175	32375
https://youtu.be/tIYWgbNlt6M	中澤ゆうこ「カラスの女房」									3812	6665	7929	9044	10062	10957	11716	11851	12243	12490	12688	12898	13068	13322	13482	13632	13834	14036	14228	14361	14516	14653	14767	14877	15031	15163	15363	15545	15714	15877	16028	16147	16300	16445	16618	16766
https://youtu.be/jViezC7T7T8	安倍なつみ「スクリーン」									1027	1604	1979	2712	3669	4679	5469	5545	5645	5776	5894	5982	6068	6166	6250	6309	6389	6481	6552	6622	6680	6740	6796	6838	6888	6939	7004	7056	7095	7134	7199	7261	7314	7355	7401	7443
https://youtu.be/bbymyyTc-k4	メロン記念日「告白記念日」												2128	3283	3955	4646	4818	5269	5628	5912	6144	6316	6524	6678	6833	6994	7196	7372	7541	7680	7794	7893	8002	8127	8246	8368	8485	8588	8687	8771	8842	8920	8989	9071	9142
https://youtu.be/cWw3gVP8cvY	メロン記念日「電話待っています」												1942	3030	3637	4365	4525	4921	5248	5539	5779	5973	6194	6384	6541	6729	6921	7079	7232	7361	7468	7567	7697	7815	7920	8059	8172	8280	8392	8488	8558	8657	8735	8804	8864
https://youtu.be/3Rg3Z7J2SE8	メロン記念日「さぁ! 恋人になろう」												4117	6604	7893	9401	9875	10833	11583	12311	12873	13251	13768	14160	14498	14984	15390	15822	16204	16532	16804	17072	17379	17688	17956	18170	18407	18610	18804	19011	19199	19415	19588	19758	19901
https://youtu.be/EEvxU-Gge8g	太陽とシスコムーン「Magic												22836	34468	39489	46746	48777	53010	57446	61937	66034	68906	71677	74210	76752	79799	82424	84969	87021	88789	90382	92019	93618	95434	97267	99686	102155	104300	106205	108110	109876	111559	113221	114704	116101
https://youtu.be/f1gfXzv5NHM	T&Cボンバ-「DON’T STOP 恋愛中」												3680	5865	7050	8307	8645	9298	9995	10622	11186	11659	12158	12658	13134	13637	14136	14597	14904	15234	15589	15901	16195	16512	16861	17225	17572	17879	18180	18420	18681	18937	19155	19392	19624
https://youtu.be/yRQPBp26W00	メロン記念日「涙の太陽」												1581	2697	3287	3973	4132	4578	4929	5162	5383	5521	5691	5864	5999	6180	6338	6509	6649	6763	6878	6999	7095	7187	7297	7399	7484	7575	7648	7717	7806	7871	7941	7995	8037
https://youtu.be/OaCMFr2lAmk	メロン記念日「かわいい彼」												2690	4368	5267	6300	6552	7191	7735	8168	8520	8765	9035	9313	9553	9847	10157	10409	10622	10810	10971	11112	11256	11428	11648	11816	11981	12113	12243	12382	12535	12664	12815	12935	13042
https://youtu.be/ZAykLLN5WHU	メロン記念日「夏の夜はデインジャー!」												2607	4293	5190	6210	6455	7111	7617	8092	8508	8824	9179	9482	9764	10098	10440	10712	11097	11353	11556	11732	11926	12126	12315	12490	12674	12845	12993	13140	13277	13402	13543	13662	13776
https://youtu.be/jpU0rJwolL8	メロン記念日「MI DA RA 摩天楼」												4894	7844	9491	11535	12084	13304	14358	15301	16067	16600	17254	17878	18411	19027	19662	20233	20744	21169	21569	21992	22387	22739	23121	23471	23793	24111	24415	24773	25076	25345	25577	25831	26035
https://youtu.be/0YLujqLubVc	メロン記念日「チャンス												2152	3456	4191	5081	5310	5855	6314	6679	7038	7277	7499	7738	7950	8211	8476	8701	8874	9051	9215	9379	9527	9694	9865	10015	10177	10292	10419	10550	10665	10768	10902	11007	11105
https://youtu.be/tImYo5-fquw	太陽とシスコムーン「月と太陽」												11150	17853	21085	24638	25689	28185	31042	34353	37673	41046	45271	49572	54735	61015	66214	72165	77414	81081	84638	89711	93588	98116	102798	112465	118797	122546	125718	131160	134135	137765	142818	146086	148632
https://youtu.be/hlWgda9TPd8	メロン記念日「甘いあなたの味」												2429	3851	4573	5300	5503	5946	6369	6725	7040	7261	7529	7755	7959	8191	8420	8638	8933	9115	9257	9375	9496	9665	9808	9929	10056	10189	10300	10391	10473	10569	10672	10754	10822
https://youtu.be/jKk-03I6v6g	メロン記念日「お願い魅惑のターゲット」												13636	24803	31718	37730	38944	42346	44907	46940	48673	50282	52109	53712	55027	56657	58144	59538	60644	61654	62514	63352	64183	64996	66539	67925	69132	70244	71316	72325	73268	74259	74994	75747	76418
https://youtu.be/lcLc80eZ0gU	メロン記念日「赤いフリージア」												21990	35310	43575	54567	57278	63778	69940	76277	81287	84587	88405	92167	95405	99498	103842	107733	111494	114690	117919	120591	123612	126912	129936	133188	136359	139467	142318	145274	148139	150849	153452	155799	158072
https://youtu.be/njYr0JbEBwc	太陽とシスコムーン「宇宙でLa Ta Ta」												15174	24634	29070	35287	36765	40598	44368	48043	51610	55127	59069	63175	67499	71354	74467	77923	80345	82716	84786	86749	88857	90848	92850	95324	97330	99905	101866	103482	105052	106619	108304	109631	110920
https://youtu.be/yyKbKzobSnk	T&Cボンバ-「HEY!真昼の蜃気楼」												5313	8668	11023	13180	13781	15057	16402	17941	19244	20216	21252	22203	23052	24052	25068	25985	26777	27611	28330	28947	29594	30491	31258	31984	32828	33565	34205	34847	35438	36063	36615	37182	37708
https://youtu.be/Z79ReAnQRKk	太陽とシスコムーン「丸い太陽ーwinter .ー」												3188	5113	6074	7083	7351	7948	8599	9089	9564	10000	10451	10920	11339	11787	12251	12726	13066	13435	13748	14045	14340	14691	15074	15464	15844	16191	16501	16781	17041	17327	17561	17842	18067
https://youtu.be/npkl11qivDE	メロン記念日「This												13242	21605	25731	30326	31454	34287	36946	39531	41590	42883	44458	45910	47277	49033	50631	52152	53532	54694	55858	56803	57689	58702	59795	61361	63049	64407	65707	66924	67954	68987	69898	70797	71837
https://youtu.be/llaArh_MWoA	太陽とシスコムーン「Eyday Eywhere」												5848	8623	10037	11726	12202	13275	14387	15519	16581	17565	18493	19406	20256	21216	22058	22913	23540	24182	24719	25310	25874	26422	27034	27699	28381	28996	29713	30277	30767	31242	31705	32117	32471
https://youtu.be/7DZzG_Twwx4	メロン記念日「香水」												8562	13786	16887	21315	22421	24867	26799	28568	30103	31283	32573	33835	35018	36522	37944	39058	40082	41032	41905	42827	43710	44719	45644	46576	47536	48405	49250	50087	50923	51692	52403	53068	53641
https://youtu.be/fNupF5fjG1Q	メロン記念日「肉体は正直なEROS」												5345	8571	10434	12515	13008	14355	15311	16188	16881	17376	17966	18477	18941	19556	20080	20580	20974	21341	21691	21993	22319	22634	22999	23299	23608	23898	24162	24423	24672	24912	25138	25376	25570
https://youtu.be/-ZsoqjWhhkw	メロン記念日「シャンパンの恋」												1715	2830	3524	4225	4356	4786	5126	5425	5655	5829	6012	6204	6347	6546	6750	6919	7054	7174	7274	7369	7472	7565	7682	7788	7887	7979	8059	8155	8253	8318	8413	8497	8565
https://youtu.be/VN8AMmlp38w	メロン記念日「カリスマ・綺麗」												3039	4912	5854	7017	7287	7949	8375	8693	8953	9115	9310	9481	9620	9797	9988	10166	10296	10424	10522	10615	10682	10772	10891	10984	11053	11145	11231	11313	11371	11434	11483	11533	11582
https://youtu.be/zNUc8dMoUP4	太陽とシスコムーン「ガタメキラ」												35856	55123	65825	80226	84510	94545	107813	126589	141324	152525	165946	177371	187894	199853	208381	217720	225759	232939	239180	246251	253496	261712	269234	278569	287709	295627	303601	311893	318601	324587	330379	335218	339287
https://youtu.be/7BzytLsI7Zs	メロン記念日「アンフォゲッタブル」												2210	3734	4567	5569	5789	6417	6929	7303	7629	7839	8067	8318	8508	8722	8956	9170	9343	9492	9614	9744	9865	9987	10157	10289	10404	10520	10622	10730	10816	10916	10998	11074	11158
https://youtu.be/jrvfCNv4lyE	ミニモニ。「ミニモニ。ジャンケンぴょん!」																	10952	17184	20841	24436	27586	31184	34052	36416	41581	45323	49333	52913	55818	59240	62154	65041	68093	71515	75703	80044	83948	87730	91859	95406	99452	103271	106617	110777
https://youtu.be/5rOyCZyNeXc	タンポポ「ラストキッス」																	9726	14809	17408	19912	22396	24873	27013	29337	31799	34082	36558	38534	40397	42384	44124	45805	47524	49341	51195	53304	55294	56990	58594	60377	61878	63360	64711	66161
https://youtu.be/jdeNXU0DCD0	ミニモニ。「ロックンロール県庁所在地~おぼえちゃいなシリーズ~」																	6388	10091	11727	13086	14186	15304	16300	17116	18951	20125	21276	22276	23075	23814	24428	25003	25575	26251	26869	27537	28223	28836	29368	29853	30455	31064	31630	32107
https://youtu.be/t2gIhkwalf0	ミニモニ。「ミニモ二。数え歌〜デートば~じょん~」																	2513	3854	4627	5364	6026	6499	6844	7101	7540	7864	8166	8462	8640	8858	9025	9184	9351	9517	9683	9852	10012	10159	10294	10412	10527	10658	10786	10901
https://youtu.be/KQf0JvCWd7M	プッチモニ「青春時代 1.2.3!」																	11695	25232	30462	34384	36720	39600	42305	44558	47073	49530	52431	54751	56788	58767	60456	62063	63752	65416	67007	68769	70315	71798	73212	74686	76048	77319	78476	79542
https://youtu.be/jHupy2hfERE	タンポポ「乙女 パスタに感動」																	19165	31305	37442	43757	48675	54084	60320	68426	78641	88611	106731	118546	127231	136536	144958	152373	159323	167911	173778	180647	186057	190408	194761	199931	204774	209503	214297	218188
https://youtu.be/AXgmbwgTKRY	ミニモニ。「ミニモニ。バスガイド」																	3512	5571	6528	7359	8014	8710	9283	9780	10873	11518	12195	12755	13196	13683	14081	14437	14784	15215	15628	16039	16397	16747	17070	17385	17749	18092	18431	18697
https://youtu.be/FXEDWNt-G_M	ミニモニ。「ミニモニ。ひなまつり!」																	5318	8284	9846	11193	12240	13355	14146	14771	16436	17499	18533	19374	20008	20739	21391	21990	22552	23179	23774	24421	25061	25786	26459	26984	27538	28085	28594	29084
https://youtu.be/2o0E8HX4Tp4	プッチモニ「ぴったりしたいX'mas!」																	11018	18028	21875	25567	28209	30671	33028	35063	37632	39804	42246	44286	45851	47479	48967	50362	51800	53253	54623	56159	57690	59123	60555	61903	63461	64957	66334	67583
https://youtu.be/TiSVoe9xeNg	プッチモニ「ちょこっとLOVE」																	15685	28637	35855	44570	50293	58885	66110	73188	83985	93029	102305	110413	116161	123035	129401	135719	142235	148799	155167	161321	167629	173456	179714	185177	190999	196649	202656	208839
https://youtu.be/nKX4YDAGEp0	モーニング娘。とハロー!プロジェクト・キッズ+後藤真希「がんばっちゃえ!」																	13523	20413	23190	25433	27059	28678	29623	30386	31304	32100	32791	33265	33688	34081	34419	34744	35112	35481	35815	36144	36452	36738	36994	37255	37496	37713	37913	38099
https://youtu.be/f3uBbXU-c08	タンポポ「聖なる鐘がひびく夜」																	4202	6513	7638	8814	9790	10649	11444	12192	13133	14004	14992	15729	16379	17047	17545	18041	18566	19084	19626	20220	20821	21332	21814	22358	22813	23269	23709	24180
https://youtu.be/9fZaE4Tcqao	ミニモニ。「ミニモ二。数え歌~お風呂ば~じょん~」																	2525	3973	4693	5317	5801	6326	6741	7054	7610	7967	8379	8733	8973	9210	9440	9639	9840	10036	10220	10386	10548	10739	10900	11029	11182	11362	11525	11678
https://youtu.be/4BZOOuMkkKA	タンポポ「たんぽぽ																	6106	10559	12945	14895	16452	17845	19127	20547	22040	23376	24874	26048	27079	28216	29282	30318	31388	32358	33430	34626	35719	36673	37594	38562	39473	40375	41185	41994
https://youtu.be/8cwSxzszinQ	ミニモニ。「お菓子つくっておっかすぃ~!」																	3305	5246	6220	7295	8186	9204	9732	10268	11145	11692	12260	12688	13072	13462	13799	14138	14406	14745	15057	15300	15574	15853	16128	16401	16694	16968	17225	17467
https://youtu.be/UY_8NcNWDR0	ミニモニ。と高橋愛+4KIDS「げんき印の大盛りソング」																	3978	6676	7982	8752	9380	10038	10520	10876	11516	11966	12428	12789	13053	13355	13618	13845	14066	14391	14712	14957	15200	15414	15622	15822	16119	16337	16562	16751
https://youtu.be/LarHKhVhc-g	ミニモニ。「ミニモニ。テレフォン!リンリンリン」																	7406	12464	15664	18542	20907	23625	25888	27732	31996	34907	37982	40828	43053	45320	47244	49190	51022	53218	55571	57832	60065	62046	63964	65723	67842	70065	72195	74429
https://youtu.be/RICxY1YsfB4	タンポポ「BE HAPPY 恋のやじろべえ」																	10142	16859	20235	24180	27062	29822	32586	34263	36242	38587	40786	42402	43699	45084	46082	47147	48219	49311	50457	51621	52814	53873	54882	55944	56887	57767	58673	59524
https://youtu.be/V6jPsQiqpIo	タンポポ「王子様と雪の夜」																	7351	11678	14103	15970	17729	19596	21318	22919	24822	26589	28531	30146	31501	32844	33926	35129	36306	37439	38517	39877	41254	42431	43496	44711	45806	46915	47976	48942
https://youtu.be/Hg9zGtAIDJg	ミニモニ。「ミニ。ストロベリ~パイ」																	4540	7006	8340	9552	10347	11267	11979	12533	13896	14741	15584	16318	16872	17416	17864	18308	18704	19208	19675	20070	20481	20824	21219	21602	21963	22333	22698	23013
https://youtu.be/ociNQAuNgso	ミニモニ。「CRAZY ABOUT YOU」																	13763	21337	25433	29101	31733	34776	37661	39565	42307	44596	46667	48476	50188	51752	53112	54429	55808	57108	58365	59632	60991	62228	63353	64441	65408	66330	67354	68459
https://youtu.be/ug1muJRFTMQ	プッチモニ「BABY! 恋に KNOCK OUT!」																	17548	29259	35691	41180	45388	52912	61753	68377	75990	82532	88948	94409	98846	103043	106829	109940	113317	116531	119704	123457	126662	129755	132714	135597	138922	141870	144300	146891
https://youtu.be/FoIVdOqpSmg	ミニモニ。「ラッキーチャチャチャ!」																	12284	19701	24229	28110	30953	33622	35842	37481	40233	42717	44749	47255	49063	50604	51923	53090	54380	55815	57188	58690	60154	61541	62662	63801	64781	65839	66845	67712
https://youtu.be/ois2ZtBSIwM	タンポポ「恋をしちゃいました!」																	20524	30835	35944	39936	43049	46518	49944	53604	58835	63885	69542	74311	78272	82244	86235	89954	93637	97297	101342	106460	111086	114830	118430	122334	125959	129218	132452	135511
https://youtu.be/09SM7BXYRnM	タンポポ「Motto」																	3638	5406	6198	6889	7498	8141	8627	9035	9550	9953	10437	10812	11105	11385	11647	11910	12183	12470	12768	13076	13402	13674	13895	14139	14347	14558	14762	14977
https://youtu.be/DUx6VNGoxUQ	音楽ガッタス「やったろうぜ!」																						9896	14495	16441	18689	20092	21122	21831	22360	22857	23226	23520	23832	24213	24564	24863	25190	25476	25760	26021	26262	26490	26681	26869
https://youtu.be/qFvwoIJwbPM	美勇伝「クレナイの季節」																						1590	2561	3116	3617	3933	4244	4494	4671	4844	4982	5098	5248	5428	5572	5693	5823	5938	6060	6174	6276	6351	6444	6516
https://youtu.be/4QrN8CGTwoA	美勇伝「カッチョイイゼ!JAPAN」																						3229	5032	5962	6880	7478	8116	8623	9044	9386	9691	9952	10248	10630	11347	12231	12892	13562	14129	14622	15052	15351	15702	16056
https://youtu.be/Kgw4FcR0Hpc	美勇伝「恋する♡エンジェル♡ハート」																						6101	8861	10161	11692	12675	13566	14296	14897	15444	15927	16363	16773	17411	18326	19137	19851	20499	21024	21474	21902	22240	22567	22864
https://youtu.be/ThJumvDVfjk	カントリー娘。に紺野と藤本モーニング娘。)「先輩 〜LOVE AGAIN〜」																						4728	6981	8396	9539	10408	11174	11789	12232	12575	12836	13115	13362	13621	13907	14179	14456	14704	14922	15127	15344	15522	15708	15860
https://youtu.be/v6K5wwNrEtI	美勇伝「ひとりじめ」																						1933	2938	3460	4163	4576	4929	5232	5454	5689	5841	5975	6131	6327	6513	6661	6803	6943	7065	7182	7283	7382	7488	7590
https://youtu.be/q-9VYO56-t8	美勇伝「なんにも言わずに I LOVE YOU」																						4029	5918	6894	7909	8507	9124	9510	9814	10055	10263	10450	10680	10970	11237	11444	11646	11832	11995	12119	12264	12395	12509	12591
https://youtu.be/aNi5rjy1RBY	カントリー娘。に紺野と藤本モーニング娘。)「シャイニング 愛しき貴方」																						6069	10415	12430	14182	15343	16543	17364	17917	18397	18773	19097	19438	19801	20184	20485	20795	21081	21345	21578	21843	22067	22302	22489
https://youtu.be/LUzMGhwg2HE	美勇伝「愛〜スイートルーム〜」																						2081	3187	3828	4466	4848	5198	5446	5657	5826	5994	6138	6292	6511	6679	6839	6976	7127	7229	7326	7424	7500	7586	7652
https://youtu.be/IJ8B5vzl1zg	音楽ガッタス「鳴り始めた恋のBELL」																						8439	14968	17527	19900	21397	22729	23767	24621	25387	25943	26466	26958	27530	28269	28970	29609	30136	30610	31055	31477	31886	32239	32561
https://youtu.be/CjpxAoX0A_E	美勇伝「一切合切 あなたに∮あ・げ・る♪」																						2142	3278	4053	4839	5306	5728	6055	6279	6509	6684	6843	7019	7268	7500	7698	7865	8030	8163	8276	8385	8482	8599	8687
https://youtu.be/AcdFCbGKAfg	美勇伝「恋のヌケガラ」																						4438	6584	7498	8577	9310	10021	10592	11005	11384	11696	11984	12246	12670	13113	13472	13776	14076	14356	14645	14992	15242	15505	15746
https://youtu.be/5JianPgBKoM	カントリー娘。に石川梨華モーニング娘。)「色っぽい女〜SEXY BABY〜」																						7089	10986	12720	14370	15588	16777	17684	18451	19098	19629	20091	20594	21090	21617	22101	22574	23008	23429	23833	24323	24660	25048	25415
https://youtu.be/DxFrey4OSb0	カントリー娘。「北海道シャララ」																						2814	3788	4183	4707	5035	5341	5595	5773	5923	6038	6133	6251	6371	6499	6611	6722	6820	6890	6968	7040	7083	7151	7208
https://youtu.be/DlK1u2YvnjA	美勇伝「じゃじゃ馬パラダイス」																						3505	5101	5912	6916	8693	11152	12137	12697	13197	13604	13976	14352	14815	15311	15720	16076	16497	16840	17089	17372	17632	17865	18080
https://youtu.be/qqaDQnw0HUw	ココナッツ娘。「情熱行き 未来船」																						5333	7341	8128	9031	9665	10350	10914	11350	11713	12053	12294	12549	14043	15011	15561	15984	16392	16698	16998	17289	17579	17855	18141
https://youtu.be/uWvzReQ6vIs	カントリー娘。に紺野と藤本モーニング娘。)「浮気なハニーパイ」																						27128	38085	42150	47250	51249	54584	57272	59608	61583	63280	64951	66502	68215	70491	72496	74163	75931	77790	79215	80809	82209	83579	85026
https://youtu.be/l_s7SrF3vgs	カントリー娘。「恋がステキな季節」																						2520	3480	3891	4381	4712	4987	5190	5349	5513	5657	5756	5895	6006	6140	6252	6345	6460	6545	6620	6703	6761	6842	6893
https://youtu.be/2hgyaMXUisc	カントリー娘。に石川梨華モーニング娘。)「初めてのハッピーバースディ!」																						9256	16824	19720	22337	23857	25268	26423	27348	28063	28674	29262	29861	30469	31127	31773	32362	32925	33470	33984	34524	35037	35498	35917
https://youtu.be/YZaicowYsO4	カントリー娘。に石川梨華モーニング娘。)「BYE BYE 最後の夜」																						3935	6892	8425	9712	10467	11087	11589	11969	12362	12625	12902	13183	13491	13783	14087	14391	14662	14929	15153	15418	15642	15839	16024
